ts,cpu
1775412194.609002,24.58
1775412195.619009,26.39
1775412196.620771,21.79
1775412197.625683,24.92
1775412198.630993,26.30
1775412199.636091,23.31
1775412200.644427,24.44
1775412201.649601,23.14
1775412202.652224,26.36
1775412203.660315,25.23
1775412204.669699,20.50
1775412205.673848,21.14
1775412206.680918,20.95
1775412207.692352,25.91
1775412208.694853,23.92
1775412209.703730,23.80
1775412210.716155,23.72
1775412211.721850,25.06
1775412212.725277,28.25
1775412213.728280,28.66
1775412214.734751,26.24
1775412215.739793,25.36
1775412216.750379,25.78
1775412217.779940,25.08
1775412218.784424,24.78
1775412219.805518,24.72
1775412220.810711,23.64
1775412221.833273,24.86
1775412222.860874,25.03
1775412223.866861,24.47
1775412224.869375,22.98
1775412225.871584,22.33
1775412226.880512,22.52
1775412227.889008,27.11
1775412228.895918,25.56
1775412229.903727,22.34
1775412230.911031,19.81
1775412231.913374,21.78
1775412232.926906,25.06
1775412233.933582,24.89
1775412234.938919,25.23
1775412235.943374,23.65
1775412236.951849,24.43
1775412237.953921,26.97
1775412238.968397,25.52
1775412239.971551,24.83
1775412240.984615,23.81
1775412241.994672,25.00
1775412242.997942,24.89
1775412244.000926,24.57
1775412245.009025,23.46
1775412246.017286,23.63
1775412247.024262,24.55
1775412248.029571,25.42
1775412249.035729,24.43
1775412250.052443,24.86
1775412251.063239,22.25
1775412252.073354,25.98
1775412253.075132,26.51
1775412254.088424,26.11
1775412255.099640,24.13
1775412256.112656,20.41
1775412257.115093,22.44
1775412258.147452,25.11
1775412259.150881,25.66
1775412260.163834,23.03
1775412261.166841,22.48
1775412262.179636,25.40
1775412263.192303,25.38
1775412264.198990,26.00
1775412265.206852,25.20
1775412266.213052,23.66
1775412267.214960,24.83
1775412268.220086,26.38
1775412269.245694,23.94
1775412270.266368,24.18
1775412271.274787,24.07
1775412272.290089,27.59
1775412273.292405,28.16
1775412274.299809,26.65
1775412275.304314,25.70
1775412276.311592,26.85
1775412277.327846,25.72
1775412278.331705,27.20
1775412279.336986,24.89
1775412280.339828,24.63
1775412281.343835,22.44
1775412282.350115,24.05
1775412283.364167,24.50
1775412284.373250,24.69
1775412285.382866,24.97
1775412286.386983,24.38
1775412287.399449,26.05
1775412288.419175,28.25
1775412289.423467,25.17
1775412290.427895,23.17
1775412291.434332,23.27
1775412292.441896,27.05
1775412293.445997,25.45
1775412294.455253,24.61
1775412295.464032,26.00
1775412296.470984,23.45
1775412297.481656,24.18
1775412298.490077,27.99
1775412299.496129,24.18
1775412300.501168,24.29
1775412301.522999,24.07
1775412302.537359,27.90
1775412303.540450,27.55
1775412304.559301,24.94
1775412305.573935,26.59
1775412306.579073,24.61
1775412307.581237,24.20
1775412308.613073,24.67
1775412309.621547,24.81
1775412310.624157,20.72
1775412311.626807,21.31
1775412312.632558,25.37
1775412313.635233,25.06
1775412314.643625,25.33
1775412315.645345,24.29
1775412316.656146,24.60
1775412317.661335,27.39
1775412318.678956,27.81
1775412319.688726,24.72
1775412320.692359,24.24
1775412321.705649,24.83
1775412322.713388,24.94
1775412323.736081,25.89
1775412324.746183,22.53
1775412325.749931,23.10
1775412326.756793,24.83
1775412327.789927,28.36
1775412328.795130,28.49
1775412329.807025,27.56
1775412330.820251,26.99
1775412331.832243,26.10
1775412332.836626,29.67
1775412333.850908,28.40
1775412334.857574,24.97
1775412335.865415,23.85
1775412336.870646,24.26
1775412337.880912,24.49
1775412338.885352,23.27
1775412339.887614,22.43
1775412340.890770,21.28
1775412341.896762,21.95
1775412342.903181,24.97
1775412343.908280,26.45
1775412344.914916,22.98
1775412345.919294,21.97
1775412346.923193,22.49
1775412347.927744,25.34
1775412348.940887,25.93
1775412349.944157,23.83
1775412350.944840,22.27
1775412351.953091,21.09
1775412352.967466,26.75
1775412353.974349,25.83
1775412354.980717,25.14
1775412355.986373,25.06
1775412356.992886,24.44
1775412358.031688,26.99
1775412359.070788,26.88
1775412360.087456,25.76
1775412361.095852,24.17
1775412362.130332,26.12
1775412363.136124,28.80
1775412364.142961,26.71
1775412365.145679,21.89
1775412366.149664,21.33
1775412367.161440,25.75
1775412368.168897,27.25
1775412369.178422,26.45
1775412370.188980,22.16
1775412371.195940,21.74
1775412372.227265,26.81
1775412373.233326,26.32
1775412374.246570,25.84
1775412375.262862,25.71
1775412376.267754,26.62
1775412377.272266,26.08
1775412378.296624,27.71
1775412379.302466,27.84
1775412380.307247,24.80
1775412381.310905,24.32
1775412382.375863,26.39
1775412383.389133,25.47
1775412384.393634,24.77
1775412385.398095,23.74
1775412386.400709,22.22
1775412387.413288,25.22
1775412388.442544,28.50
1775412389.446391,27.58
1775412390.458591,26.70
1775412391.469678,23.87
1775412392.475161,26.34
1775412393.485555,28.14
1775412394.488327,22.51
1775412395.497174,20.71
1775412396.500160,21.54
1775412397.506631,25.08
1775412398.514786,24.32
1775412399.522002,25.33
1775412400.525113,23.36
1775412401.568279,24.84
1775412402.572618,27.15
1775412403.578333,26.48
1775412404.594593,26.89
1775412405.606909,26.21
1775412406.610755,25.64
1775412407.626287,28.06
1775412408.633282,27.71
1775412409.635310,24.92
1775412410.641248,23.27
