ts,cpu
1775414384.350189,25.06
1775414385.356668,26.06
1775414386.359281,24.26
1775414387.372937,23.93
1775414388.381835,24.75
1775414389.387396,24.55
1775414390.412673,22.74
1775414391.418914,21.74
1775414392.427686,25.41
1775414393.430105,24.20
1775414394.444255,22.18
1775414395.446094,22.40
1775414396.459284,23.06
1775414397.473523,25.50
1775414398.482106,24.30
1775414399.485885,22.62
1775414400.493981,24.18
1775414401.515971,23.45
1775414402.528159,27.09
1775414403.542541,26.75
1775414404.570928,25.94
1775414405.574594,25.30
1775414406.581572,27.12
1775414407.595260,23.68
1775414408.605323,23.48
1775414409.607635,24.92
1775414410.612239,24.60
1775414411.620000,25.33
1775414412.627622,27.16
1775414413.641225,26.74
1775414414.648431,28.09
1775414415.655352,25.80
1775414416.682748,25.00
1775414417.730699,28.38
1775414418.744424,27.46
1775414419.745624,24.47
1775414420.749526,24.92
1775414421.752673,22.12
1775414422.767525,20.67
1775414423.770988,23.35
1775414424.775421,24.24
1775414425.806823,23.56
1775414426.819163,24.94
1775414427.853399,25.75
1775414428.864380,25.88
1775414429.871144,27.93
1775414430.874367,23.60
1775414431.897856,26.01
1775414432.921590,29.38
1775414433.924287,25.06
1775414434.926354,24.86
1775414435.929366,23.68
1775414436.933235,20.53
1775414437.933691,23.73
1775414438.936029,25.31
1775414439.939330,24.74
1775414440.943411,20.55
1775414441.945107,24.49
1775414442.953690,25.45
1775414443.967680,25.03
1775414444.983702,26.13
1775414445.985415,24.15
1775414446.996703,23.32
1775414448.003806,26.29
1775414449.015696,22.11
1775414450.019837,20.81
1775414451.024622,22.85
1775414452.029634,23.81
1775414453.037570,26.59
1775414454.052431,25.66
1775414455.057829,26.16
1775414456.064141,25.55
1775414457.079774,24.97
1775414458.087555,26.26
1775414459.094544,25.86
1775414460.103443,25.17
1775414461.113688,22.60
1775414462.121935,26.32
1775414463.128131,26.93
1775414464.136937,24.77
1775414465.140681,24.58
1775414466.144736,22.97
1775414467.154622,24.86
1775414468.158804,26.59
1775414469.162416,26.06
1775414470.171582,24.43
1775414471.175668,25.00
1775414472.187612,26.73
1775414473.214146,28.37
1775414474.226891,25.63
1775414475.235795,23.84
1775414476.254431,22.08
1775414477.256654,24.66
1775414478.260754,26.29
1775414479.268820,27.59
1775414480.274412,24.80
1775414481.278829,23.83
1775414482.285038,26.22
1775414483.290481,29.78
1775414484.298395,27.63
1775414485.301386,24.72
1775414486.315732,25.22
1775414487.322569,26.56
1775414488.345348,28.66
1775414489.351914,25.64
1775414490.358343,23.16
1775414491.377609,23.68
1775414492.389905,28.33
1775414493.393903,27.57
1775414494.397889,24.92
1775414495.402312,26.14
1775414496.420456,25.39
1775414497.447220,27.79
1775414498.455600,27.89
1775414499.461807,25.66
1775414500.467246,25.20
1775414501.471664,23.65
1775414502.473863,27.32
1775414503.476675,25.59
1775414504.483581,24.80
1775414505.489893,23.41
1775414506.495131,23.91
1775414507.505544,25.20
1775414508.519252,27.22
1775414509.528055,23.39
1775414510.532207,24.11
1775414511.535789,22.26
1775414512.558784,25.38
1775414513.564456,26.14
1775414514.581809,24.92
1775414515.585308,23.57
1775414516.588160,21.38
1775414517.598961,24.00
1775414518.604402,26.48
1775414519.607375,24.60
1775414520.609643,23.30
1775414521.614205,23.26
1775414522.632820,26.64
1775414523.665818,26.61
1775414524.689578,25.91
1775414525.692642,25.74
1775414526.695464,26.25
1775414527.700466,27.35
1775414528.708053,27.14
1775414529.723439,24.58
1775414530.759977,22.05
1775414531.765631,25.17
1775414532.783269,26.94
1775414533.825041,27.22
1775414534.830218,27.03
1775414535.844929,25.77
1775414536.847581,25.95
1775414537.861274,27.54
1775414538.871185,27.75
1775414539.894346,26.03
1775414540.899531,24.60
1775414541.911951,26.02
1775414542.920264,26.63
1775414543.925536,25.50
1775414544.936571,21.60
1775414545.941106,22.84
1775414546.954528,23.70
1775414547.959255,24.77
1775414548.962945,26.85
1775414550.016350,24.57
1775414551.036585,26.88
1775414552.068515,26.55
1775414553.073283,25.55
1775414554.079586,25.87
1775414555.108591,24.81
1775414556.112122,23.33
1775414557.120112,25.45
1775414558.126938,21.79
1775414559.132567,21.58
1775414560.140183,20.76
1775414561.144942,22.00
1775414562.147381,23.35
1775414563.149524,25.00
1775414564.155994,26.53
1775414565.160696,26.65
1775414566.164557,24.40
1775414567.188910,25.82
1775414568.197494,26.62
1775414569.201842,26.87
1775414570.205146,23.00
1775414571.215637,21.23
1775414572.228093,24.03
1775414573.234236,24.58
1775414574.236430,24.92
1775414575.240999,23.62
1775414576.245991,22.51
1775414577.247554,24.58
1775414578.257142,25.00
1775414579.280219,26.54
1775414580.284253,25.60
1775414581.309032,24.70
1775414582.310378,27.06
1775414583.312757,23.16
1775414584.321850,21.65
1775414585.325372,24.86
1775414586.396439,23.80
1775414587.407846,25.75
1775414588.421521,25.00
1775414589.427180,24.78
1775414590.439854,26.29
1775414591.446158,24.09
1775414592.451109,26.14
1775414593.458512,24.69
1775414594.467019,24.01
1775414595.470620,22.29
