ts,cpu
1775411674.900250,23.31
1775411675.910460,22.63
1775411676.924431,23.80
1775411677.937644,25.22
1775411678.939962,24.80
1775411679.945589,25.14
1775411680.959881,23.04
1775411681.965458,25.08
1775411682.968294,24.35
1775411683.975348,21.71
1775411684.983248,22.72
1775411685.987717,22.77
1775411686.992992,24.72
1775411688.015020,27.28
1775411689.018902,24.04
1775411690.026522,23.55
1775411691.030093,22.25
1775411692.048816,23.81
1775411693.060111,24.61
1775411694.065319,24.18
1775411695.070763,23.78
1775411696.073279,19.81
1775411697.076598,22.01
1775411698.080995,25.34
1775411699.084645,24.94
1775411700.089314,23.16
1775411701.100095,23.58
1775411702.109195,25.17
1775411703.115356,27.92
1775411704.123560,26.55
1775411705.135642,25.48
1775411706.143903,22.91
1775411707.147737,24.47
1775411708.150266,25.45
1775411709.155411,22.69
1775411710.157584,21.35
1775411711.160328,23.23
1775411712.167599,24.94
1775411713.177336,26.19
1775411714.192800,27.63
1775411715.197387,26.80
1775411716.205289,24.72
1775411717.208680,26.91
1775411718.212291,28.40
1775411719.224056,26.34
1775411720.230627,24.30
1775411721.239012,24.69
1775411722.254303,25.94
1775411723.256678,22.40
1775411724.259101,24.23
1775411725.270741,24.15
1775411726.276838,24.41
1775411727.294545,24.72
1775411728.316586,26.64
1775411729.337552,26.12
1775411730.358083,25.68
1775411731.367402,24.06
1775411732.393922,26.81
1775411733.396421,29.21
1775411734.402337,26.34
1775411735.411998,25.93
1775411736.419453,22.48
1775411737.430282,22.87
1775411738.436608,24.77
1775411739.457061,25.95
1775411740.460028,27.06
1775411741.467588,23.79
1775411742.470624,26.03
1775411743.481724,24.30
1775411744.486058,25.42
1775411745.492204,25.22
1775411746.498941,24.01
1775411747.522646,26.79
1775411748.529347,26.39
1775411749.533821,24.63
1775411750.538244,20.98
1775411751.542215,21.17
1775411752.546155,23.01
1775411753.553928,23.84
1775411754.557337,24.58
1775411755.561929,23.54
1775411756.578684,23.91
1775411757.593374,26.19
1775411758.596029,25.53
1775411759.604806,25.25
1775411760.613059,24.58
1775411761.618415,23.95
1775411762.626068,27.41
1775411763.629419,23.59
1775411764.631525,21.56
1775411765.635030,22.83
1775411766.655883,24.86
1775411767.672064,26.45
1775411768.678771,26.93
1775411769.707621,24.47
1775411770.727847,23.25
1775411771.768143,27.92
1775411772.776521,25.96
1775411773.781399,25.33
1775411774.784346,23.16
1775411775.785192,22.38
1775411776.795886,22.92
1775411777.799259,25.17
1775411778.818970,26.12
1775411779.821322,24.12
1775411780.823182,21.10
1775411781.829308,21.92
1775411782.844733,22.85
1775411783.856361,25.17
1775411784.859009,23.74
1775411785.865172,23.57
1775411786.872534,23.14
1775411787.877374,24.09
1775411788.881918,24.66
1775411789.892261,23.49
1775411790.897299,23.53
1775411791.903648,23.56
1775411792.914292,26.62
1775411793.921612,25.00
1775411794.934591,24.30
1775411795.943247,23.63
1775411796.953519,25.96
1775411797.963072,25.86
1775411798.974686,25.55
1775411799.980616,22.64
1775411800.986812,20.74
1775411801.987806,22.39
1775411802.996588,23.82
1775411803.999807,25.00
1775411805.010625,23.25
1775411806.014532,21.94
1775411807.021313,24.66
1775411808.024546,25.67
