ts,cpu
1775412962.801172,23.52
1775412963.805648,23.77
1775412964.824685,23.30
1775412965.830987,21.45
1775412966.831689,23.80
1775412967.840165,26.05
1775412968.860721,25.71
1775412969.862960,23.95
1775412970.866099,22.49
1775412971.875231,23.78
1775412972.878104,25.67
1775412973.882553,23.74
1775412974.890547,21.63
1775412975.895199,21.41
1775412976.896870,24.86
1775412977.909998,26.43
1775412978.920420,27.09
1775412979.926667,24.69
1775412980.932048,22.85
1775412981.963006,25.00
1775412982.965980,26.04
1775412983.971828,25.90
1775412985.024549,24.13
1775412986.029368,23.60
1775412987.041609,24.49
1775412988.046189,22.75
1775412989.057052,24.24
1775412990.070095,24.04
1775412991.073587,23.97
1775412992.104104,26.13
1775412993.108774,28.53
1775412994.114924,24.38
1775412995.122591,25.84
1775412996.126218,23.74
1775412997.131140,24.94
1775412998.141355,25.34
1775412999.154125,23.95
1775413000.154855,22.56
1775413001.161292,21.05
1775413002.166577,23.15
1775413003.171112,23.69
1775413004.174335,23.39
1775413005.191785,23.18
1775413006.194457,23.73
1775413007.204197,25.94
1775413008.224306,25.85
1775413009.238165,25.47
1775413010.257653,25.33
1775413011.268535,23.49
1775413012.274248,24.89
1775413013.277592,25.25
1775413014.281234,24.60
