ts,cpu
1775413875.653853,21.35
1775413876.657777,22.25
1775413877.660697,25.20
1775413878.675439,25.83
1775413879.677842,25.69
1775413880.703187,23.09
1775413881.711577,23.80
1775413882.727025,23.90
1775413883.742819,25.50
1775413884.749021,23.72
1775413885.753570,23.08
1775413886.758681,21.70
1775413887.767428,23.19
1775413888.778604,26.14
1775413889.792197,25.83
1775413890.795568,22.90
1775413891.800291,22.31
1775413892.816978,26.69
1775413893.820293,26.52
1775413894.828435,23.76
1775413895.829664,23.57
1775413896.834030,22.56
1775413897.836735,23.29
1775413898.840919,22.75
1775413899.846934,23.52
1775413900.863118,22.81
1775413901.867240,23.26
1775413902.875121,24.58
1775413903.882748,25.85
1775413904.884533,25.31
1775413905.887305,23.77
1775413906.894743,23.32
1775413907.904881,27.75
1775413908.916212,23.68
1775413909.924067,21.16
1775413910.928430,21.62
1775413911.934043,23.94
1775413912.941413,24.74
1775413913.942624,25.03
1775413914.948435,25.92
1775413915.949706,22.75
1775413916.954311,24.18
1775413917.964849,25.08
1775413918.987594,24.89
1775413920.032123,24.86
1775413921.034308,23.39
1775413922.049895,21.40
1775413923.054577,25.47
1775413924.060338,24.12
1775413925.063712,23.25
1775413926.067878,22.25
1775413927.076576,23.75
1775413928.079204,24.83
1775413929.083845,25.28
1775413930.094312,21.95
1775413931.097865,20.41
1775413932.099184,23.35
1775413933.105677,23.47
1775413934.109033,22.44
1775413935.113584,21.23
1775413936.116339,22.55
1775413937.123016,22.66
1775413938.124846,26.65
1775413939.128718,23.68
1775413940.131023,21.88
1775413941.135365,21.99
1775413942.142570,24.72
1775413943.147716,24.44
1775413944.152522,24.15
1775413945.156943,22.08
1775413946.160049,20.27
1775413947.244976,21.67
1775413948.260942,23.93
1775413949.280998,25.64
1775413950.289855,25.08
1775413951.308293,24.44
1775413952.317692,25.81
1775413953.320961,27.16
1775413954.325647,25.91
1775413955.334207,23.92
1775413956.335815,23.77
1775413957.347853,24.41
1775413958.353105,25.00
1775413959.360276,22.24
1775413960.374923,23.77
1775413961.380056,21.88
1775413962.400731,25.25
1775413963.441722,24.73
1775413964.453824,24.72
1775413965.457943,24.32
1775413966.476546,22.42
1775413967.483791,25.75
1775413968.489519,23.33
1775413969.496758,22.93
1775413970.498190,21.46
1775413971.500199,20.17
1775413972.541835,22.35
1775413973.553802,21.03
1775413974.557946,22.98
1775413975.565351,22.70
1775413976.568002,22.09
1775413977.571635,24.69
1775413978.574528,24.83
1775413979.580765,22.25
1775413980.591805,21.81
1775413981.594900,22.52
1775413982.605000,27.98
1775413983.607165,22.58
1775413984.616786,22.18
1775413985.624235,24.77
1775413986.643917,25.58
1775413987.651365,26.18
1775413988.674216,25.68
1775413989.682757,25.83
1775413990.690080,23.65
1775413991.702125,25.06
1775413992.730166,26.53
